gene1,gene2,score
SNAI1,CEBPA,-0.669066135
KIF2C,SLC4A1,-0.669059001
ZBTB10,ARID1A,-0.669027593
KIF18B,HOXA13,-0.668980868
C3orf72,SLC4A1,-0.668963939
NIT1,PTPN12,-0.668947043
TP73,UBASH3B,-0.668934177
ETS2,TP73,-0.668913305
KIAA1804,IER5L,-0.668872354
CEBPA,EGR1,-0.668850424
C3orf72,OSR2,-0.668841443
CEBPE,HOXA13,-0.668749674
SLC4A1,IKZF3,-0.668641259
C3orf72,CLDN6,-0.668570512
ZBTB10,TGFBR2,-0.668536739
NIT1,FOXO4,-0.668527172
COL1A1,CEBPA,-0.668519626
HOXA13,RHOXF2B,-0.668333841
CEBPA,DLX2,-0.668301526
HOXA13,COL2A1,-0.668216879
TP73,PEG10,-0.668152956
NIT1,LHX1,-0.668152942
TP73,CNNM4,-0.668152529
IER5L,CEBPE,-0.668124286
CBFA2T3,NIT1,-0.668084393
FOXA3,SPI1,-0.668051272
HOXA13,SET,-0.668039829
CEBPA,ETS2,-0.668036781
MEIS1,SNAI1,-0.668004976
ZBTB10,CNN1,-0.667992487
PLEKHO2,OSR2,-0.667943491
CEBPE,CEBPB,-0.667846496
C3orf72,POU3F2,-0.667762481
PRDM1,IGDCC3,-0.667741699
FOXA3,CBFA2T3,-0.667730992
SPI1,HOXB9,-0.667656363
CEBPA,CLDN6,-0.667637909
CBL,PRDM1,-0.667580192
C3orf72,RHOXF2B,-0.66748068
NIT1,HOXC13,-0.667217426
CITED1,NIT1,-0.667142991
ATL1,SLC4A1,-0.667099119
FOXF1,SPI1,-0.667057075
FOXO4,IGDCC3,-0.667013181
ZNF318,C3orf72,-0.666965405
HOXA13,SPI1,-0.666915322
MAP4K5,HOXA13,-0.666846508
HOXA13,AHR,-0.666830886
ZBTB10,ZBTB10,-0.666708013
HOXA13,SLC6A9,-0.666547297
TP73,COL2A1,-0.666475146
FOXL2,DUSP9,-0.666468178
SPI1,negative,-0.666417822
ZBTB10,IER5L,-0.666415668
ZBTB10,C19orf26,-0.666390121
SNAI1,HOXC13,-0.666311919
TP73,HNF4A,-0.666310538
FOXF1,HOXA13,-0.666308246
KIF2C,NIT1,-0.666213134
ETS2,C3orf72,-0.66611025
STIL,IKZF3,-0.666109877
JUN,CEBPA,-0.666108838
SPI1,PRDM1,-0.666015656
FOXL2,CEBPB,-0.665932811
HOXA13,POU3F2,-0.665826853
HOXC13,CNN1,-0.665791224
TP73,CEBPE,-0.665780217
KIF18B,KIF2C,-0.66573325
PTPN13,DUSP9,-0.665623642
FOXA1,DUSP9,-0.665387145
FOXA3,CEBPE,-0.665306779
C3orf72,CEBPE,-0.665245409
negative,CEBPA,-0.665243948
SLC4A1,ATL1,-0.665243775
PTPN13,TP73,-0.665202031
C3orf72,SGK1,-0.665125218
HES7,FOXF1,-0.665106366
SLC4A1,KIAA1804,-0.665030778
NIT1,CEBPA,-0.664945892
C3orf72,NIT1,-0.664931574
CLDN6,FOXO4,-0.664855392
ARID1A,SLC4A1,-0.664829663
KIAA1804,HOXA13,-0.664735641
COL2A1,HOXC13,-0.664735467
IKZF3,CKS1B,-0.664666984
DUSP9,BAK1,-0.664570243
FOXL2,CEBPE,-0.664442558
CEBPA,PLEKHO2,-0.664412903
NIT1,negative,-0.664407601
KMT2A,CEBPA,-0.664310795
IKZF3,POU3F2,-0.664267117
JUN,NIT1,-0.664163186
PRDM1,AHR,-0.664135507
NIT1,FOXF1,-0.664074524
CEBPA,AHR,-0.663963662
C19orf26,PRTG,-0.663962214
AHR,NIT1,-0.663901831
HOXC13,C3orf72,-0.663826015
ZBTB10,FOXF1,-0.663729308
POU3F2,CEBPE,-0.663722523
PRDM1,DUSP9,-0.663613393
CEBPA,SLC38A2,-0.663597571
IKZF3,FOXA3,-0.663565224
ZNF318,HOXC13,-0.663418929
KIF18B,NIT1,-0.663269657
CEBPA,RREB1,-0.663237981
PIK3CB,NIT1,-0.663204126
HOXA13,CEBPE,-0.663200852
FOXA3,HOXA13,-0.663139916
TSC22D1,ATL1,-0.663109647
CEBPB,HOXA13,-0.663083228
SGK1,TP73,-0.663039745
CEBPA,ARID1A,-0.663023105
HOXA13,BCR,-0.663016835
CEBPE,IER5L,-0.663015753
FOXL2,CEBPE,-0.663002236
PRDM1,FEV,-0.662993579
PLEKHO2,POU3F2,-0.662987316
C3orf72,CEBPA,-0.66296326
ARRDC3,HOXA13,-0.662921873
COL2A1,C3orf72,-0.6628384
NIT1,PLK4,-0.662829071
PLK4,C3orf72,-0.662756641
KIF18B,SLC4A1,-0.662688059
C3orf72,IKZF3,-0.662651074
ATL1,HOXA13,-0.662502245
FOXF1,FOXO4,-0.662441443
ATL1,POU3F2,-0.662330281
ZBTB10,ZNF318,-0.662292168
AHR,FEV,-0.662200257
CDKN1B,HOXA13,-0.662108733
PRDM1,JUN,-0.662046924
PRDM1,CEBPE,-0.661989005
CEBPE,C3orf72,-0.661966791
ZBTB10,BAK1,-0.661952731
IKZF3,SPI1,-0.661920741
CNNM4,HOXA13,-0.661917773
SPI1,JUN,-0.661570825
ZBTB10,SNAI1,-0.661533545
FOXF1,HES7,-0.661523143
SNAI1,IKZF3,-0.661521395
MEIS1,HOXC13,-0.661480469
SLC4A1,KIF18B,-0.6614715
HOXA13,TGFBR2,-0.661425014
C3orf72,GLB1L2,-0.661361643
TP73,SNAI1,-0.661337034
FOXF1,FOXL2,-0.661294836
DLX2,HOXC13,-0.661257186
FOXF1,RHOXF2B,-0.661130438
HOXB9,NIT1,-0.661101014
C3orf72,ZBTB1,-0.661100751
SPI1,JUN,-0.661067757
HOXC13,DUSP9,-0.661040412
RHOXF2B,TP73,-0.66103487
C3orf72,HOXC13,-0.660947859
NIT1,CNNM4,-0.660923114
TP73,MAP4K5,-0.660870206
ATL1,OSR2,-0.660762749
AHR,FOXF1,-0.660611387
IER5L,DUSP9,-0.660522593
ATL1,FOXF1,-0.660512512
HOXC13,UBASH3A,-0.660505445
SGK1,HOXA13,-0.660484118
SPI1,PTPN13,-0.660444678
HOXC13,CEBPE,-0.660416736
MAP7D1,CEBPA,-0.660403818
SPI1,FOXL2,-0.660364771
CBFA2T3,FOXO4,-0.660352703
ISL2,CEBPA,-0.660351418
ATL1,IKZF3,-0.660307691
C3orf72,ZBTB10,-0.660297081
STIL,SLC4A1,-0.660281454
PTPN13,FOXA3,-0.66025142
HOXC13,FOXO4,-0.660209747
CEBPB,HOXC13,-0.659975312
SET,CEBPB,-0.659932641
PRDM1,CEBPA,-0.659885841
IKZF3,FOXF1,-0.659883729
C3orf72,FOXO4,-0.659777236
DUSP9,SNAI1,-0.659707883
SET,IRF1,-0.659684934
FEV,HOXA13,-0.659642229
SLC4A1,IKZF3,-0.659641432
JUN,ARID1A,-0.659625814
CEBPB,MAP7D1,-0.659622682
CEBPA,PTPN9,-0.659523456
HOXA13,SLC38A2,-0.659520158
TP73,TSC22D1,-0.659519641
TP73,TSC22D1,-0.659502182
TP73,FOXA1,-0.6593852
AHR,FOXO4,-0.659363272
POU3F2,ZBTB10,-0.659336585
SGK1,IKZF3,-0.659319604
MAP4K5,C3orf72,-0.659313678
FOXA1,FOXF1,-0.659287714
HOXC13,HNF4A,-0.659272298
HOXA13,COL2A1,-0.659268378
FOXL2,CEBPA,-0.659252371
IGDCC3,FOXF1,-0.659227368
CEBPA,GLB1L2,-0.659168852
SNAI1,ATL1,-0.659138852
TP73,SLC4A1,-0.659088069
SNAI1,OSR2,-0.659078449
FOXA1,CEBPA,-0.659072156
SLC4A1,C3orf72,-0.65901268
C3orf72,FOXF1,-0.659000209
FOXO4,HOXA13,-0.658968629
PRDM1,DUSP9,-0.658928819
IRF1,SPI1,-0.65882702
PLEKHO2,JUN,-0.6587927
HOXC13,NIT1,-0.658753432
C3orf72,PTPN13,-0.658734327
SPI1,HOXA13,-0.658723675
C19orf26,ZBTB10,-0.658723372
CEBPA,BAK1,-0.658699276
HOXA13,HK2,-0.658686423
IGDCC3,ZBTB10,-0.658625332
SPI1,FOXA1,-0.658440629
UBASH3B,NIT1,-0.658326688
FOXO4,TSC22D1,-0.65831343
TP73,PTPN9,-0.658246846
HOXA13,negative,-0.658009608
SPI1,SGK1,-0.657978047
ZBTB1,CEBPA,-0.657947597
C3orf72,CBFA2T3,-0.657910012
FOXO4,ZBTB10,-0.657871902
ZBTB10,ATL1,-0.657851328
SLC4A1,C3orf72,-0.657847047
MEIS1,TP73,-0.657817648
PTPN1,HOXC13,-0.657732489
FOXL2,HOXA13,-0.6576882
C3orf72,CITED1,-0.657664569
BAK1,CEBPE,-0.65765143
DUSP9,IKZF3,-0.657590317
C3orf72,STIL,-0.657570713
SGK1,C3orf72,-0.657570214
PLEKHO2,IKZF3,-0.657554333
SNAI1,CEBPB,-0.657553728
negative,CEBPA,-0.657401119
IKZF3,POU3F2,-0.657369513
FOXF1,C3orf72,-0.657359268
TP73,C3orf72,-0.657354911
HOXC13,C19orf26,-0.657334405
SPI1,SGK1,-0.657292021
IKZF3,IGDCC3,-0.657257235
CEBPB,IRF1,-0.657244773
HOXA13,SLC6A9,-0.657159597
CEBPA,negative,-0.657159123
ATL1,PRDM1,-0.657118095
IGDCC3,HOXC13,-0.657020111
PLEKHO2,RHOXF2B,-0.657015061
C3orf72,C19orf26,-0.656961749
FOXA3,C3orf72,-0.65686843
HOXA13,UBASH3B,-0.656829654
ATL1,ZBTB10,-0.656803993
HOXA13,UBASH3B,-0.65680164
C3orf72,FOXA1,-0.656795626
HOXB9,FOXA3,-0.656789077
COL2A1,AHR,-0.656755056
HOXA13,RHOXF2B,-0.656708094
TP73,PRDM1,-0.656615303
BAK1,HOXA13,-0.656603995
PRDM1,CEBPE,-0.656597655
HOXA13,TMEM173,-0.656569813
SNAI1,HOXA13,-0.656549435
ATL1,BAK1,-0.656541664
HOXA13,KIAA1804,-0.656540937
DLX2,C3orf72,-0.656426998
FOXA1,ATL1,-0.656421864
SPI1,PLEKHO2,-0.656350724
CLDN6,HOXC13,-0.656280999
PLEKHO2,C3orf72,-0.656275835
HOXA13,PRTG,-0.656239926
CLDN6,PRTG,-0.656179962
BAK1,JUN,-0.65608644
HOXC13,FOXA3,-0.655815324
CEBPE,HOXB9,-0.655718033
NIT1,PRTG,-0.655700571
UBASH3A,PRDM1,-0.655648219
ZBTB1,C3orf72,-0.655559958
KIAA1804,FOXA1,-0.655472302
ZBTB10,JUN,-0.655419518
negative,HOXA13,-0.655404842
GLB1L2,NIT1,-0.65530226
ATL1,DLX2,-0.655252822
IER5L,FOXA1,-0.655251482
ZBTB10,CITED1,-0.655220669
C3orf72,TSC22D1,-0.655106198
HNF4A,HOXA13,-0.655038508
TGFBR2,FOXO4,-0.655022892
KIAA1804,IKZF3,-0.655004344
BAK1,CEBPE,-0.655001837
CLDN6,C3orf72,-0.654981088
HOXC13,RHOXF2B,-0.654972169
CEBPA,CLDN6,-0.654967357
HES7,KIF18B,-0.654944219
CEBPA,MAP7D1,-0.654896876
NIT1,KIAA1804,-0.654754947
C3orf72,KIF2C,-0.65466786
HOXC13,IKZF3,-0.6545696
CEBPB,CBFA2T3,-0.654511564
HOXC13,RHOXF2B,-0.654447207
ZBTB10,JUN,-0.654442993
PRTG,LYL1,-0.65444199
PLEKHO2,NIT1,-0.654426009
TP73,CITED1,-0.654405202
CEBPA,MAPK1,-0.654361271
FOSB,HOXA13,-0.654302012
EGR1,CEBPA,-0.65427733
negative,PRDM1,-0.65421111
CEBPE,KIAA1804,-0.654208169
HOXC13,HOXA13,-0.654205738
FOXL2,RHOXF2B,-0.654197707
ZBTB10,IGDCC3,-0.654110191
RHOXF2B,ISL2,-0.654022352
HOXA13,PLEKHO2,-0.653944657
SLC4A1,SNAI1,-0.653903182
C3orf72,SLC4A1,-0.653835007
CEBPE,DLX2,-0.653825894
STIL,FOXL2,-0.653785261
ZBTB10,FOXL2,-0.653781652
POU3F2,PRDM1,-0.65377975
CEBPA,ELMSAN1,-0.653538328
PLEKHO2,RHOXF2B,-0.65353299
CDKN1B,CEBPA,-0.653515036
ZBTB10,CEBPA,-0.653507137
STIL,POU3F2,-0.65346519
HOXA13,PLK4,-0.653413581
HNF4A,LHX1,-0.653404963
HOXA13,CDKN1A,-0.653404041
C3orf72,FOXO4,-0.653356551
ATL1,OSR2,-0.653356088
C3orf72,CDKN1A,-0.653264529
SLC4A1,CBFA2T3,-0.653257555
IKZF3,MIDN,-0.653249571
NIT1,ZNF318,-0.653246799
FOXA3,SLC4A1,-0.653205465
HOXA13,KMT2A,-0.653198917
ARID1A,HOXA13,-0.653189294
C3orf72,MAPK1,-0.653187494
PRDM1,HOXC13,-0.653124122
CBL,HOXA13,-0.653092907
ZBTB10,C19orf26,-0.653073303
SAMD1,C3orf72,-0.653062268
CLDN6,IKZF3,-0.653057354
PEG10,HOXA13,-0.652999082
ATL1,KIAA1804,-0.652993602
ARID1A,IKZF3,-0.652955442
MAPK1,SLC4A1,-0.652945711
IKZF3,POU3F2,-0.652929103
SPI1,C3orf72,-0.652837171
FOXA3,ATL1,-0.652805474
NIT1,CEBPB,-0.652740782
C3orf72,NCL,-0.652678822
DUSP9,FOXA3,-0.652665783
C3orf72,HOXA13,-0.652647604
ZBTB1,C3orf72,-0.652637384
DUSP9,HOXC13,-0.652610154
NIT1,RREB1,-0.652598169
FOXO4,FOXA1,-0.652489204
HOXC13,COL2A1,-0.652484886
C3orf72,SGK1,-0.652456219
TP73,DUSP9,-0.652423284
HOXA13,DUSP9,-0.65240802
SLC4A1,C3orf72,-0.652385362
COL2A1,COL2A1,-0.652329072
TP73,TBX2,-0.652318366
negative,TP73,-0.652317349
PRDM1,SGK1,-0.652316238
STIL,C3orf72,-0.652234418
HOXC13,PRDM1,-0.65221861
CEBPA,AHR,-0.65209528
DUSP9,FOXO4,-0.652085777
FOXF1,OSR2,-0.65207782
IKZF3,IGDCC3,-0.651934712
C3orf72,FOXO4,-0.651881368
ATL1,NIT1,-0.651857093
MAP4K5,C3orf72,-0.651836845
CNN1,NIT1,-0.651817065
CEBPE,OSR2,-0.651808953
LHX1,LHX1,-0.651808409
ZBTB10,ZNF318,-0.651794838
FOXL2,IER5L,-0.651621271
HOXB9,CEBPA,-0.651544869
BAK1,FOXO4,-0.651524733
FOXO4,FOXA3,-0.65146895
ISL2,TP73,-0.651423189
C3orf72,TGFBR2,-0.651348806
HOXC13,STIL,-0.651318805
CEBPE,CEBPE,-0.651309553
JUN,IKZF3,-0.651282782
FOXF1,FOXA1,-0.651267914
GLB1L2,NIT1,-0.6511446
CBL,C3orf72,-0.651108249
ZBTB10,PTPN13,-0.651091196
FOXL2,HOXA13,-0.651018018
IGDCC3,HOXA13,-0.650991311
NIT1,ETS2,-0.650958752
C3orf72,negative,-0.650957636
TMSB4X,HOXA13,-0.650924276
TMEM173,CEBPA,-0.650838419
NIT1,SNAI1,-0.650788596
ATL1,FOXO4,-0.650784997
CDKN1A,DUSP9,-0.650763146
IKZF3,HK2,-0.65068329
PRDM1,PLEKHO2,-0.650660122
CEBPB,KIF2C,-0.650558712
KMT2A,C3orf72,-0.650477979
BAK1,ARID1A,-0.650314233
HOXA13,GCH1,-0.650310476
HOXA13,C3orf72,-0.650305148
MAPK1,PRDM1,-0.650250534
SNAI1,ZBTB10,-0.650246798
HOXA13,IRF1,-0.650177746
FOXA3,NIT1,-0.650124264
RHOXF2B,PRDM1,-0.650083735
PLEKHO2,FOXA1,-0.650082925
TBX3,ATL1,-0.650013815
FOXA1,HOXA13,-0.649978167
HOXC13,MEIS1,-0.649972828
C3orf72,UBASH3A,-0.64996454
HNF4A,FOXF1,-0.64989917
CEBPE,POU3F2,-0.649890193
HES7,BAK1,-0.649878754
ATL1,IKZF3,-0.649818068
IKZF3,CNN1,-0.649815437
CEBPB,CEBPE,-0.649739057
C3orf72,IKZF3,-0.649609532
PRDM1,FOXL2,-0.649605812
FOXF1,ZBTB10,-0.649564223
SPI1,MEIS1,-0.649540575
LHX1,KIAA1804,-0.649495776
HES7,FOXO4,-0.649485959
C3orf72,CKS1B,-0.649481833
IER5L,ATL1,-0.649186598
TGFBR2,HOXA13,-0.649169919
PLEKHO2,NIT1,-0.649137036
NIT1,SLC38A2,-0.649124181
PTPN1,CEBPE,-0.649089221
C3orf72,HNF4A,-0.64907477
NIT1,ZBTB10,-0.649007674
FOXL2,SLC4A1,-0.648929261
HNF4A,FOXL2,-0.648909078
SPI1,IRF1,-0.648838816
TSC22D1,C3orf72,-0.648814332
IKZF3,HOXA13,-0.648780974
PRDM1,COL2A1,-0.648767735
NIT1,CNN1,-0.648654866
SNAI1,DUSP9,-0.648389373
NCL,C3orf72,-0.648388323
HOXA13,MIDN,-0.648330079
ZBTB1,HOXA13,-0.648162839
PRDM1,SPI1,-0.648139465
SET,IKZF3,-0.648121086
UBASH3B,IKZF3,-0.64803826
KIAA1804,ZBTB10,-0.64801749
CELF2,HOXA13,-0.648003086
SET,IKZF3,-0.647935659
HOXA13,AHR,-0.647914613
SPI1,CBFA2T3,-0.647884894
CEBPE,JUN,-0.647823582
DLX2,HNF4A,-0.647757099
ZBTB10,COL2A1,-0.647648451
ATL1,FOXA1,-0.647645175
NIT1,FOXA3,-0.647619512
ZBTB10,HNF4A,-0.647546853
HOXB9,C3orf72,-0.647544214
ARID1A,ATL1,-0.647539379
C19orf26,PLEKHO2,-0.647527989
COL2A1,HOXC13,-0.647507727
CEBPA,IER5L,-0.64744315
CEBPB,IGDCC3,-0.647413982
MIDN,C3orf72,-0.647401938
C3orf72,SGK1,-0.647320756
FOXO4,CBL,-0.647255116
C3orf72,PRDM1,-0.647241576
HOXA13,TMSB4X,-0.647169987
COL2A1,IKZF3,-0.647157934
ETS2,PRDM1,-0.647106164
AHR,POU3F2,-0.647016432
FOXO4,C3orf72,-0.646854464
HOXA13,ARRDC3,-0.646824885
HES7,IKZF3,-0.646810146
SPI1,CEBPE,-0.646797275
ZBTB10,JUN,-0.646721483
IER5L,CDKN1C,-0.646707571
CEBPB,HOXA13,-0.646594607
PTPN12,PRDM1,-0.646586809
MAP4K3,C3orf72,-0.646516787
CEBPA,STIL,-0.646465178
FOXO4,JUN,-0.646464289
C3orf72,MEIS1,-0.646427383
CEBPA,ZBTB10,-0.646424282
CEBPA,MAML2,-0.646421167
C3orf72,ZBTB25,-0.646389982
HOXA13,PTPN13,-0.646383371
MIDN,HOXA13,-0.646362455
IKZF3,TP73,-0.646360515
DUSP9,HNF4A,-0.646357679
ATL1,SGK1,-0.646331882
C3orf72,MAP4K5,-0.646329896
MAPK1,PRDM1,-0.64632328
TBX3,C3orf72,-0.646309913
PRTG,S1PR2,-0.646260038
C3orf72,CEBPB,-0.646250126
ZBTB10,HOXC13,-0.64618587
STIL,FOXO4,-0.64613924
C19orf26,HOXC13,-0.646128792
HOXC13,HOXB9,-0.646071974
TP73,ZNF318,-0.646016419
HOXB9,CEBPA,-0.645883963
negative,HOXA13,-0.645857775
NIT1,MCOLN3,-0.645840439
PRDM1,PTPN12,-0.645808274
CEBPA,FOXL2,-0.645746345
SPI1,IRF1,-0.645575474
CEBPA,negative,-0.64556643
SLC4A1,ARRDC3,-0.645519262
ELMSAN1,CEBPA,-0.645466524
PRDM1,FOXF1,-0.645404059
C3orf72,SLC6A9,-0.645357101
HOXA13,PTPN12,-0.645312615
POU3F2,PRTG,-0.645305434
PRTG,NIT1,-0.64527533
HOXC13,NCL,-0.645218162
PRDM1,TGFBR2,-0.64517314
CBL,PRTG,-0.645066401
C19orf26,IKZF3,-0.645061357
SET,TP73,-0.644957718
ZBTB10,JUN,-0.644953281
DLX2,SLC4A1,-0.644936873
PRTG,DLX2,-0.64490509
C3orf72,MAPK1,-0.644897334
PRDM1,IER5L,-0.644863091
CLDN6,C3orf72,-0.644833294
LYL1,PRTG,-0.644812006
TP73,negative,-0.64480887
TP73,CEBPE,-0.644774022
PRDM1,C3orf72,-0.644700129
PLK4,NIT1,-0.644690895
BAK1,CEBPA,-0.644690204
IRF1,C3orf72,-0.644646869
FOXO4,HNF4A,-0.644562706
C3orf72,AHR,-0.644560994
SNAI1,C3orf72,-0.644503361
FOXA1,IKZF3,-0.644415594
HOXC13,NCL,-0.644407937
IKZF3,POU3F2,-0.644407776
HOXC13,PRDM1,-0.644403763
FOXO4,BAK1,-0.64433451
C3orf72,DUSP9,-0.64432052
HNF4A,ZBTB10,-0.64421616
C3orf72,ZBTB10,-0.644207976
ZBTB10,SLC38A2,-0.644155814
FOXF1,CEBPB,-0.644152451
CBFA2T3,HOXC13,-0.644148878
FOXO4,SGK1,-0.644114347
AHR,FOXO4,-0.644111161
RHOXF2B,C3orf72,-0.64409255
C19orf26,CEBPA,-0.64407942
negative,C3orf72,-0.644052198
HOXA13,OSR2,-0.643984614
BAK1,HK2,-0.643978198
CEBPA,negative,-0.643945842
KIAA1804,SNAI1,-0.643800434
ZBTB10,POU3F2,-0.643782286
CEBPA,CDKN1A,-0.643714798
ARID1A,KIAA1804,-0.643682521
DUSP9,HOXA13,-0.643660832
RHOXF2B,FOXA1,-0.643643968
HOXB9,SNAI1,-0.643567905
ZBTB10,ELMSAN1,-0.643558059
NIT1,HOXA13,-0.643525842
FOXO4,BAK1,-0.6435135
TP73,negative,-0.643502638
CNN1,PRDM1,-0.643437791
SAMD1,PRDM1,-0.643433864
TMSB4X,TP73,-0.643413557
IKZF3,PRDM1,-0.643347588
HOXA13,MIDN,-0.643290174
CEBPE,IRF1,-0.643283539
IER5L,SPI1,-0.643281888
CBFA2T3,HOXA13,-0.643273749
MEIS1,HOXA13,-0.643231002
HNF4A,FOXO4,-0.643175582
HNF4A,C3orf72,-0.643109302
HOXC13,HOXA13,-0.643104218
HOXC13,ZBTB10,-0.643098436
LYL1,C3orf72,-0.6430238
IER5L,PTPN1,-0.643005164
HOXC13,TP73,-0.643000237
C3orf72,SPI1,-0.642985027
ZBTB10,HNF4A,-0.642829513
DLX2,TP73,-0.642807138
KIAA1804,NIT1,-0.642745959
HES7,SLC4A1,-0.642739765
CEBPE,POU3F2,-0.64271531
PRDM1,CEBPB,-0.642688686
PRTG,FOXA1,-0.64257346
NIT1,IER5L,-0.642546677
C3orf72,FOXA3,-0.642530295
FOXF1,IKZF3,-0.642478305
TP73,KMT2A,-0.642365488
HOXA13,FOXA3,-0.642360856
NIT1,BCL2L11,-0.642311712
CBFA2T3,ARID1A,-0.642309736
PRDM1,PTPN9,-0.642296842
C19orf26,PRDM1,-0.642254413
ARID1A,SNAI1,-0.642247938
SLC4A1,MEIS1,-0.642194193
STIL,HOXA13,-0.642192039
HOXC13,NIT1,-0.642168244
PLEKHO2,IGDCC3,-0.64211254
HOXC13,ATL1,-0.642089989
HOXB9,KIAA1804,-0.642086734
HOXA13,PLEKHO2,-0.642084531
PTPN12,CEBPA,-0.641888654
HOXC13,PLEKHO2,-0.641883951
PRTG,ARRDC3,-0.641862167
FOXA3,DUSP9,-0.641858228
RHOXF2B,ZBTB10,-0.641841167
UBASH3A,HOXA13,-0.641841136
CBL,TP73,-0.641831608
C3orf72,KIF2C,-0.641815792
PRDM1,PRTG,-0.641812706
NIT1,HNF4A,-0.641731098
ZBTB10,RHOXF2B,-0.641713486
CEBPA,negative,-0.641685423
HOXC13,PLEKHO2,-0.641615828
MAP4K5,ZBTB10,-0.64159621
NIT1,IKZF3,-0.641592694
TP73,DLX2,-0.641574616
FOXA3,POU3F2,-0.641574604
NCL,PRTG,-0.641540154
NIT1,FOSB,-0.641514281
PRDM1,POU3F2,-0.641458061
SET,STIL,-0.641436583
CEBPE,FOXO4,-0.641385005
FOXO4,FOXA3,-0.641353974
POU3F2,HOXC13,-0.641344149
SLC4A1,MAP7D1,-0.641235797
HNF4A,KIAA1804,-0.641202815
TGFBR2,NIT1,-0.641187054
C3orf72,CEBPB,-0.641134208
ZBTB10,IGDCC3,-0.641080859
SNAI1,COL1A1,-0.641076373
NIT1,TP73,-0.641022287
C3orf72,MCOLN3,-0.640993783
COL1A1,HOXA13,-0.640978828
IER5L,CEBPE,-0.640926034
FOXA1,SLC4A1,-0.64089021
RHOXF2B,CEBPB,-0.640865528
ZBTB10,ARRDC3,-0.640851808
STIL,HOXA13,-0.640851226
FEV,IKZF3,-0.640834089
STIL,CEBPE,-0.640759938
CEBPE,SGK1,-0.640554662
FOXF1,FOXA3,-0.640534052
ARID1A,NIT1,-0.640464747
MAP4K5,ZBTB10,-0.640462437
TP73,LYL1,-0.640405337
PTPN1,UBASH3A,-0.640390409
JUN,RREB1,-0.640356642
FOXO4,KIAA1804,-0.640329925
FOXA3,JUN,-0.64028508
IKZF3,HES7,-0.64027696
PEG10,SLC4A1,-0.640237725
KIAA1804,FOXO4,-0.640193005
FOXO4,CBFA2T3,-0.640155126
MEIS1,PRDM1,-0.640120696
CEBPB,C3orf72,-0.640117167
NCL,HOXA13,-0.640099442
FOXL2,TP73,-0.640026336
NIT1,ATL1,-0.639971906
IKZF3,CKS1B,-0.639961051
CEBPE,NIT1,-0.639957145
TP73,negative,-0.639944846
HOXA13,ZBTB25,-0.63994036
SLC4A1,CNN1,-0.639939733
HOXA13,negative,-0.63989224
HOXA13,CITED1,-0.639886683
HOXC13,SNAI1,-0.639884964
HOXA13,RUNX1T1,-0.639852472
HOXA13,ZBTB1,-0.639826589
PTPN13,HOXC13,-0.639821533
FOXA1,HOXA13,-0.639815109
NIT1,GLB1L2,-0.639814682
NCL,FOXO4,-0.63977954
C3orf72,TMEM173,-0.639778334
IKZF3,C3orf72,-0.639769248
TP73,negative,-0.639760695
HOXA13,BCR,-0.639734022
TP73,TMEM173,-0.63972861
DLX2,TP73,-0.639708685
RHOXF2B,CEBPA,-0.639676536
HOXC13,SPI1,-0.639666307
SPI1,PTPN9,-0.639611091
NIT1,ARRDC3,-0.639559086
CEBPE,HNF4A,-0.639490839
FOXO4,HOXB9,-0.639473313
NCL,C3orf72,-0.639360572
HOXA13,C3orf72,-0.639353921
POU3F2,DUSP9,-0.639335733
PRTG,TBX3,-0.639242439
LHX1,ATL1,-0.63921531
PRDM1,CDKN1A,-0.639212508
CBFA2T3,ZBTB10,-0.639203503
ATL1,PLEKHO2,-0.639186373
GCH1,NIT1,-0.639186215
CEBPA,LHX1,-0.639175006
HOXA13,EGR1,-0.639157453
PRTG,OSR2,-0.63915465
C3orf72,HNF4A,-0.63914768
TP73,PLK4,-0.638906632
BCORL1,HOXC13,-0.638878296
NIT1,JUN,-0.638833803
TP73,BCL2L11,-0.638729097
SGK1,HOXA13,-0.638689833
MIDN,SNAI1,-0.638688592
IGDCC3,FOXA1,-0.638681488
NIT1,NIT1,-0.638676294
HOXC13,PRDM1,-0.638632732
HES7,TSC22D1,-0.638620418
ZBTB10,ETS2,-0.638614054
IKZF3,BAK1,-0.638597274
C3orf72,CBL,-0.638573102
PRDM1,CNNM4,-0.638521349
CEBPA,PLK4,-0.638513191
IKZF3,C3orf72,-0.638505665
RHOXF2B,KIAA1804,-0.638491166
negative,TP73,-0.63847674
DUSP9,FOXA1,-0.638466726
HES7,HOXB9,-0.638440826
TP73,negative,-0.638426193
TSC22D1,C3orf72,-0.638368184
SNAI1,FOXA3,-0.638363587
ATL1,JUN,-0.638280684
ZBTB10,MIDN,-0.63827333
ZBTB10,OSR2,-0.638265789
CBL,HOXC13,-0.638261298
ZBTB10,MIDN,-0.638217752
CEBPE,TP73,-0.638205904
CEBPB,C19orf26,-0.638159493
FOXA1,PTPN13,-0.638110744
AHR,CEBPA,-0.638044719
C3orf72,CELF2,-0.63801658
AHR,KIAA1804,-0.638003923
HOXC13,LHX1,-0.63795359
HK2,IKZF3,-0.637952279
C3orf72,BCORL1,-0.63790319
ATL1,CEBPE,-0.637884968
IKZF3,DLX2,-0.637836683
CBFA2T3,C3orf72,-0.637835635
